time,pleth_1
27:06.4,65338
27:06.4,65332
27:06.4,65334
27:06.4,65324
27:06.4,65314
27:06.4,65314
27:06.4,65319
27:06.4,65313
27:06.4,65291
27:06.4,65306
27:06.4,65306
27:06.4,65275
27:06.4,65263
27:06.4,65264
27:06.4,65270
27:06.4,65270
27:06.4,65250
27:06.4,65237
27:06.4,65243
27:06.4,65243
27:06.4,65240
27:06.4,65234
27:06.4,65219
27:06.4,65213
27:06.5,65213
27:06.5,65212
27:06.5,65208
27:06.5,65195
27:06.5,65183
27:06.5,65183
27:06.5,65202
27:06.5,65184
27:06.5,65193
27:06.5,65190
27:06.5,65190
27:06.5,65201
27:06.5,65194
27:06.5,65186
27:06.5,65173
27:06.5,65173
27:06.5,65184
27:06.5,65175
27:06.5,65173
27:06.5,65181
27:06.5,65181
27:06.5,65185
27:06.5,65182
27:06.5,65172
27:06.5,65167
27:06.5,65167
27:06.5,65176
27:06.5,65179
27:06.5,65173
27:06.5,65169
27:06.5,65169
27:06.5,65174
27:06.5,65167
27:06.5,65172
27:06.5,65172
27:06.5,65172
27:06.5,65157
27:06.5,65159
27:06.5,65154
27:06.5,65154
27:06.5,65156
27:06.5,65150
27:06.5,65151
27:06.5,65133
27:06.5,65133
27:06.5,65127
27:06.5,65129
27:06.5,65128
27:06.5,65123
27:06.5,65123
27:06.6,65122
27:06.6,65115
27:06.6,65117
27:06.6,65109
27:06.6,65109
27:06.6,65112
27:06.6,65104
27:06.6,65116
27:06.6,65105
27:06.6,65105
27:06.6,65103
27:06.6,65111
27:06.6,65112
27:06.6,65101
27:06.6,65101
27:06.6,65098
27:06.6,65111
27:06.6,65110
27:06.6,65096
27:06.6,65096
27:06.6,65113
27:06.6,65113
27:06.6,65117
27:06.6,65108
27:06.6,65108
27:06.6,65108
27:06.6,65112
27:06.6,65124
27:06.6,65119
27:06.6,65119
27:06.6,65121
27:06.6,65123
27:06.6,65127
27:06.6,65138
27:06.6,65138
27:06.6,65129
27:06.6,65130
27:06.6,65142
27:06.6,65142
27:06.6,65143
27:06.6,65142
27:06.6,65150
27:06.6,65143
27:06.6,65143
27:06.6,65159
27:06.6,65147
27:06.6,65151
27:06.6,65163
27:06.6,65163
27:06.6,65160
27:06.7,65175
27:06.7,65163
27:06.7,65159
27:06.7,65159
27:06.7,65162
27:06.7,65176
27:06.7,65175
27:06.7,65171
27:06.7,65171
27:06.7,65177
27:06.7,65177
27:06.7,65183
27:06.7,65175
27:06.7,65175
27:06.7,65196
27:06.7,65191
27:06.7,65202
27:06.7,65201
27:06.7,65201
27:06.7,65203
27:06.7,65202
27:06.7,65204
27:06.7,65205
27:06.7,65205
27:06.7,65205
27:06.7,65222
27:06.7,65229
27:06.7,65231
27:06.7,65231
27:06.7,65233
27:06.7,65239
27:06.7,65241
27:06.7,65242
27:06.7,65242
27:06.7,65244
27:06.7,65235
27:06.7,65266
27:06.7,65266
27:06.7,65272
27:06.7,65269
27:06.7,65272
27:06.7,65261
27:06.7,65261
27:06.7,65282
27:06.7,65288
27:06.7,65288
27:06.7,65288
27:06.7,65288
27:06.7,65306
27:06.8,65310
27:06.8,65318
27:06.8,65311
27:06.8,65311
27:06.8,65316
27:06.8,65323
27:06.8,65319
27:06.8,65324
27:06.8,65324
27:06.8,65337
27:06.8,65339
27:06.8,65339
27:06.8,65330
27:06.8,65330
27:06.8,65351
27:06.8,65348
27:06.8,65349
27:06.8,65352
27:06.8,65352
27:06.8,65358
27:06.8,65362
27:06.8,65364
27:06.8,65363
27:06.8,65363
27:06.8,65365
27:06.8,65358
27:06.8,65370
27:06.8,65371
27:06.8,65371
27:06.8,65376
27:06.8,65377
27:06.8,65381
27:06.8,65375
27:06.8,65375
27:06.8,65355
27:06.8,65367
27:06.8,65373
27:06.8,65373
27:06.8,65382
27:06.8,65385
27:06.8,65372
27:06.8,65391
27:06.8,65391
27:06.8,65388
27:06.8,65383
27:06.8,65382
27:06.8,65375
27:06.8,65375
27:06.8,65394
27:06.8,65384
27:06.8,65392
27:06.9,65393
27:06.9,65393
27:06.9,65395
27:06.9,65397
27:06.9,65402
27:06.9,65393
27:06.9,65393
27:06.9,65405
27:06.9,65414
27:06.9,65409
27:06.9,65410
27:06.9,65410
27:06.9,65412
27:06.9,65407
27:06.9,65431
27:06.9,65423
27:06.9,65423
27:06.9,65430
27:06.9,65428
27:06.9,65425
27:06.9,65419
27:06.9,65419
27:06.9,65434
27:06.9,65418
27:06.9,65437
27:06.9,65436
27:06.9,65436
27:06.9,65432
27:06.9,65438
27:06.9,65446
27:06.9,65446
27:06.9,65440
27:06.9,65439
27:06.9,65447
27:06.9,65447
27:06.9,65447
27:06.9,65452
27:06.9,65450
27:06.9,65447
27:06.9,65445
27:06.9,65445
27:06.9,65444
27:06.9,65452
27:06.9,65438
27:06.9,65441
27:06.9,65441
27:06.9,65434
27:06.9,65436
27:06.9,65437
27:06.9,65445
27:07.0,65445
27:07.0,65427
27:07.0,65431
27:07.0,65429
27:07.0,65425
27:07.0,65425
27:07.0,65420
27:07.0,65430
27:07.0,65414
27:07.0,65409
27:07.0,65409
27:07.0,65402
27:07.0,65411
27:07.0,65389
27:07.0,65373
27:07.0,65373
27:07.0,65372
27:07.0,65366
27:07.0,65360
27:07.0,65359
27:07.0,65359
27:07.0,65344
27:07.0,65337
27:07.0,65334
27:07.0,65329
27:07.0,65329
27:07.0,65309
27:07.0,65306
27:07.0,65294
27:07.0,65294
27:07.0,65298
27:07.0,65284
27:07.0,65267
27:07.0,65266
27:07.0,65266
27:07.0,65261
27:07.0,65239
27:07.0,65240
27:07.0,65230
27:07.0,65230
27:07.0,65229
27:07.0,65223
27:07.0,65218
27:07.0,65201
27:07.0,65201
27:07.0,65198
27:07.0,65202
27:07.0,65189
27:07.0,65177
27:07.0,65177
27:07.1,65175
27:07.1,65175
27:07.1,65159
27:07.1,65165
27:07.1,65165
27:07.1,65157
27:07.1,65152
27:07.1,65152
27:07.1,65129
27:07.1,65129
27:07.1,65138
27:07.1,65136
27:07.1,65125
27:07.1,65123
27:07.1,65123
27:07.1,65135
27:07.1,65117
27:07.1,65130
27:07.1,65117
27:07.1,65117
27:07.1,65116
27:07.1,65118
27:07.1,65112
27:07.1,65118
27:07.1,65118
27:07.1,65127
27:07.1,65115
27:07.1,65115
27:07.1,65115
27:07.1,65119
27:07.1,65118
27:07.1,65130
27:07.1,65113
27:07.1,65113
27:07.1,65118
27:07.1,65117
27:07.1,65125
27:07.1,65127
27:07.1,65127
27:07.1,65128
27:07.1,65119
27:07.1,65126
27:07.1,65125
27:07.1,65125
27:07.1,65124
27:07.1,65133
27:07.1,65120
27:07.1,65137
27:07.1,65137
27:07.1,65150
27:07.2,65151
27:07.2,65158
27:07.2,65139
27:07.2,65139
27:07.2,65148
27:07.2,65162
27:07.2,65155
27:07.2,65150
27:07.2,65150
27:07.2,65166
27:07.2,65179
27:07.2,65169
27:07.2,65188
27:07.2,65188
27:07.2,65191
27:07.2,65179
27:07.2,65191
27:07.2,65197
27:07.2,65197
27:07.2,65205
27:07.2,65201
27:07.2,65200
27:07.2,65204
27:07.2,65204
27:07.2,65213
27:07.2,65225
27:07.2,65218
27:07.2,65218
27:07.2,65229
27:07.2,65213
27:07.2,65232
27:07.2,65245
27:07.2,65245
27:07.2,65247
27:07.2,65246
27:07.2,65246
27:07.2,65253
27:07.2,65253
27:07.2,65261
27:07.2,65256
27:07.2,65269
27:07.2,65259
27:07.2,65259
27:07.2,65272
27:07.2,65280
27:07.2,65274
27:07.2,65271
27:07.2,65271
27:07.2,65292
27:07.2,65286
27:07.3,65298
27:07.3,65292
27:07.3,65292
27:07.3,65297
27:07.3,65304
27:07.3,65310
27:07.3,65293
27:07.3,65293
27:07.3,65297
27:07.3,65316
27:07.3,65310
27:07.3,65300
27:07.3,65300
27:07.3,65310
27:07.3,65310
27:07.3,65317
27:07.3,65315
27:07.3,65315
27:07.3,65312
27:07.3,65311
27:07.3,65307
27:07.3,65311
27:07.3,65311
27:07.3,65298
27:07.3,65299
27:07.3,65297
27:07.3,65297
27:07.3,65304
27:07.3,65312
27:07.3,65290
27:07.3,65301
27:07.3,65301
27:07.3,65302
27:07.3,65292
27:07.3,65294
27:07.3,65282
27:07.3,65282
27:07.3,65288
27:07.3,65296
27:07.3,65292
27:07.3,65272
27:07.3,65272
27:07.3,65279
27:07.3,65277
27:07.3,65277
27:07.3,65270
27:07.3,65270
27:07.3,65259
27:07.3,65255
27:07.3,65266
27:07.4,65246
27:07.4,65246
27:07.4,65246
27:07.4,65229
27:07.4,65229
27:07.4,65234
27:07.4,65234
27:07.4,65235
27:07.4,65226
27:07.4,65231
27:07.4,65217
27:07.4,65217
27:07.4,65214
27:07.4,65215
27:07.4,65206
27:07.4,65221
27:07.4,65221
27:07.4,65207
27:07.4,65208
27:07.4,65207
27:07.4,65207
27:07.4,65202
27:07.4,65202
27:07.4,65190
27:07.4,65188
27:07.4,65188
27:07.4,65208
27:07.4,65215
27:07.4,65192
27:07.4,65201
27:07.4,65201
27:07.4,65198
27:07.4,65199
27:07.4,65200
27:07.4,65182
27:07.4,65182
27:07.4,65189
27:07.4,65202
27:07.4,65208
27:07.4,65195
27:07.4,65195
27:07.4,65212
27:07.4,65196
27:07.4,65208
27:07.4,65204
27:07.4,65204
27:07.4,65217
27:07.4,65224
27:07.4,65227
27:07.5,65217
27:07.5,65217
27:07.5,65229
27:07.5,65225
27:07.5,65231
27:07.5,65237
27:07.5,65237
27:07.5,65229
27:07.5,65249
27:07.5,65234
27:07.5,65245
27:07.5,65245
27:07.5,65243
27:07.5,65245
27:07.5,65251
27:07.5,65267
27:07.5,65267
27:07.5,65257
27:07.5,65257
27:07.5,65261
27:07.5,65261
27:07.5,65264
27:07.5,65267
27:07.5,65270
27:07.5,65279
27:07.5,65279
27:07.5,65290
27:07.5,65277
27:07.5,65292
27:07.5,65284
27:07.5,65284
27:07.5,65301
27:07.5,65300
27:07.5,65295
27:07.5,65296
27:07.5,65296
27:07.5,65298
27:07.5,65302
27:07.5,65302
27:07.5,65312
27:07.5,65312
27:07.5,65321
27:07.5,65326
27:07.5,65330
27:07.5,65311
27:07.5,65311
27:07.5,65343
27:07.5,65349
27:07.5,65357
27:07.5,65353
27:07.5,65353
27:07.6,65361
27:07.6,65356
27:07.6,65357
27:07.6,65349
27:07.6,65349
27:07.6,65357
27:07.6,65363
27:07.6,65348
27:07.6,65346
27:07.6,65346
27:07.6,65346
27:07.6,65347
27:07.6,65340
27:07.6,65336
27:07.6,65336
27:07.6,65340
27:07.6,65328
27:07.6,65319
27:07.6,65319
27:07.6,65316
27:07.6,65307
27:07.6,65298
27:07.6,65294
27:07.6,65294
27:07.6,65309
27:07.6,65288
27:07.6,65269
27:07.6,65270
27:07.6,65270
27:07.6,65257
27:07.6,65266
27:07.6,65251
27:07.6,65245
27:07.6,65245
27:07.6,65248
27:07.6,65230
27:07.6,65243
27:07.6,65214
27:07.6,65214
27:07.6,65214
27:07.6,65198
27:07.6,65197
27:07.6,65187
27:07.6,65187
27:07.6,65184
27:07.6,65175
27:07.6,65172
27:07.6,65176
27:07.6,65176
27:07.6,65169
27:07.7,65170
27:07.7,65167
27:07.7,65156
27:07.7,65156
27:07.7,65150
27:07.7,65155
27:07.7,65146
27:07.7,65145
27:07.7,65145
27:07.7,65142
27:07.7,65140
27:07.7,65128
27:07.7,65128
27:07.7,65137
27:07.7,65128
27:07.7,65131
27:07.7,65125
27:07.7,65125
27:07.7,65131
27:07.7,65118
27:07.7,65117
27:07.7,65108
27:07.7,65108
27:07.7,65113
27:07.7,65124
27:07.7,65128
27:07.7,65114
27:07.7,65114
27:07.7,65125
27:07.7,65135
27:07.7,65139
27:07.7,65132
27:07.7,65132
27:07.7,65128
27:07.7,65136
27:07.7,65131
27:07.7,65131
27:07.7,65131
27:07.7,65140
27:07.7,65138
27:07.7,65142
27:07.7,65136
27:07.7,65136
27:07.7,65172
27:07.7,65160
27:07.7,65154
27:07.7,65155
27:07.7,65155
27:07.7,65157
27:07.7,65155
27:07.8,65162
27:07.8,65168
27:07.8,65168
27:07.8,65168
27:07.8,65167
27:07.8,65158
27:07.8,65160
27:07.8,65160
27:07.8,65165
27:07.8,65160
27:07.8,65155
27:07.8,65155
27:07.8,65172
27:07.8,65156
27:07.8,65161
27:07.8,65163
27:07.8,65163
27:07.8,65167
27:07.8,65158
27:07.8,65150
27:07.8,65144
27:07.8,65144
27:07.8,65153
27:07.8,65154
27:07.8,65148
27:07.8,65135
27:07.8,65135
27:07.8,65146
27:07.8,65145
27:07.8,65135
27:07.8,65135
27:07.8,65135
27:07.8,65146
27:07.8,65146
27:07.8,65150
27:07.8,65122
27:07.8,65122
27:07.8,65139
27:07.8,65149
27:07.8,65136
27:07.8,65118
27:07.8,65118
27:07.8,65138
27:07.8,65148
27:07.8,65138
27:07.8,65139
27:07.8,65139
27:07.8,65129
27:07.8,65126
27:07.8,65143
27:07.9,65144
27:07.9,65144
27:07.9,65155
27:07.9,65143
27:07.9,65145
27:07.9,65155
27:07.9,65155
27:07.9,65148
27:07.9,65156
27:07.9,65155
27:07.9,65155
27:07.9,65158
27:07.9,65161
27:07.9,65164
27:07.9,65158
27:07.9,65158
27:07.9,65167
27:07.9,65158
27:07.9,65175
27:07.9,65161
27:07.9,65161
27:07.9,65168
27:07.9,65167
27:07.9,65167
27:07.9,65170
27:07.9,65170
27:07.9,65175
27:07.9,65162
27:07.9,65160
27:07.9,65171
27:07.9,65171
27:07.9,65170
27:07.9,65177
27:07.9,65167
27:07.9,65164
27:07.9,65164
27:07.9,65171
27:07.9,65173
27:07.9,65173
27:07.9,65186
27:07.9,65186
27:07.9,65178
27:07.9,65179
27:07.9,65181
27:07.9,65192
27:07.9,65192
27:07.9,65183
27:07.9,65188
27:07.9,65189
27:07.9,65198
27:08.0,65198
27:08.0,65206
27:08.0,65199
27:08.0,65211
27:08.0,65207
27:08.0,65207
27:08.0,65214
27:08.0,65208
27:08.0,65211
27:08.0,65211
27:08.0,65221
27:08.0,65225
27:08.0,65236
27:08.0,65234
27:08.0,65234
27:08.0,65230
27:08.0,65249
27:08.0,65248
27:08.0,65249
27:08.0,65249
27:08.0,65239
27:08.0,65258
27:08.0,65267
27:08.0,65260
27:08.0,65260
27:08.0,65267
27:08.0,65267
27:08.0,65275
27:08.0,65277
27:08.0,65277
27:08.0,65289
27:08.0,65296
27:08.0,65289
27:08.0,65288
27:08.0,65288
27:08.0,65299
27:08.0,65297
27:08.0,65302
27:08.0,65297
27:08.0,65297
27:08.0,65305
27:08.0,65324
27:08.0,65326
27:08.0,65313
27:08.0,65313
27:08.0,65333
27:08.0,65327
27:08.0,65339
27:08.0,65331
27:08.0,65331
27:08.1,65339
27:08.1,65348
27:08.1,65349
27:08.1,65356
27:08.1,65356
27:08.1,65350
27:08.1,65359
27:08.1,65350
27:08.1,65350
27:08.1,65357
27:08.1,65363
27:08.1,65361
27:08.1,65369
27:08.1,65369
27:08.1,65382
27:08.1,65377
27:08.1,65383
27:08.1,65361
27:08.1,65361
27:08.1,65387
27:08.1,65392
27:08.1,65382
27:08.1,65387
27:08.1,65387
27:08.1,65409
27:08.1,65383
27:08.1,65393
27:08.1,65399
27:08.1,65399
27:08.1,65392
27:08.1,65394
27:08.1,65400
27:08.1,65400
27:08.1,65400
27:08.1,65398
27:08.1,65388
27:08.1,65410
27:08.1,65394
27:08.1,65394
27:08.1,65403
27:08.1,65420
27:08.1,65412
27:08.1,65409
27:08.1,65409
27:08.1,65401
27:08.1,65416
27:08.1,65409
27:08.1,65412
27:08.1,65412
27:08.1,65405
27:08.2,65410
27:08.2,65414
27:08.2,65414
27:08.2,65418
27:08.2,65401
27:08.2,65409
27:08.2,65400
27:08.2,65400
27:08.2,65413
27:08.2,65388
27:08.2,65392
27:08.2,65384
27:08.2,65384
27:08.2,65376
27:08.2,65363
27:08.2,65357
27:08.2,65347
27:08.2,65347
27:08.2,65339
27:08.2,65333
27:08.2,65308
27:08.2,65288
27:08.2,65288
27:08.2,65296
27:08.2,65268
27:08.2,65248
27:08.2,65237
27:08.2,65237
27:08.2,65241
27:08.2,65233
27:08.2,65204
27:08.2,65180
27:08.2,65180
27:08.2,65179
27:08.2,65147
27:08.2,65157
27:08.2,65129
27:08.2,65129
27:08.2,65125
27:08.2,65113
27:08.2,65113
27:08.2,65094
27:08.2,65094
27:08.2,65084
27:08.2,65072
27:08.2,65064
27:08.2,65067
27:08.2,65067
27:08.2,65040
27:08.2,65028
27:08.3,65031
27:08.3,65031
27:08.3,65026
27:08.3,65014
27:08.3,65005
27:08.3,65004
27:08.3,65004
27:08.3,64997
27:08.3,64990
27:08.3,64983
27:08.3,64971
27:08.3,64971
27:08.3,64985
27:08.3,64963
27:08.3,64954
27:08.3,64951
27:08.3,64951
27:08.3,64971
27:08.3,64960
27:08.3,64947
27:08.3,64949
27:08.3,64949
27:08.3,64956
27:08.3,64957
27:08.3,64951
27:08.3,64946
27:08.3,64946
27:08.3,64960
27:08.3,64940
27:08.3,64949
27:08.3,64951
27:08.3,64951
27:08.3,64958
27:08.3,64976
27:08.3,64973
27:08.3,64960
27:08.3,64960
27:08.3,64978
27:08.3,64968
27:08.3,64967
27:08.3,64976
27:08.3,64976
27:08.3,64972
27:08.3,64984
27:08.3,64979
27:08.3,64989
27:08.3,64989
27:08.3,64980
27:08.3,64986
27:08.3,64991
27:08.4,64991
27:08.4,65009
27:08.4,65012
27:08.4,64999
27:08.4,65013
27:08.4,65013
27:08.4,65037
27:08.4,65025
27:08.4,65032
27:08.4,65025
27:08.4,65025
27:08.4,65042
27:08.4,65051
27:08.4,65048
27:08.4,65056
27:08.4,65056
27:08.4,65050
27:08.4,65075
27:08.4,65076
27:08.4,65076
27:08.4,65076
27:08.4,65079
27:08.4,65090
27:08.4,65084
27:08.4,65094
27:08.4,65094
27:08.4,65113
27:08.4,65117
27:08.4,65130
27:08.4,65127
27:08.4,65127
27:08.4,65137
27:08.4,65147
27:08.4,65149
27:08.4,65147
27:08.4,65147
27:08.4,65162
27:08.4,65174
27:08.4,65166
27:08.4,65170
27:08.4,65170
27:08.4,65174
27:08.4,65192
27:08.4,65174
27:08.4,65198
27:08.4,65198
27:08.4,65174
27:08.4,65197
27:08.4,65202
27:08.4,65202
27:08.5,65210
27:08.5,65210
27:08.5,65217
27:08.5,65213
27:08.5,65213
27:08.5,65215
27:08.5,65226
27:08.5,65216
27:08.5,65222
27:08.5,65222
27:08.5,65225
27:08.5,65217
27:08.5,65227
27:08.5,65230
27:08.5,65230
27:08.5,65237
27:08.5,65231
27:08.5,65232
27:08.5,65230
27:08.5,65230
27:08.5,65232
27:08.5,65234
27:08.5,65240
27:08.5,65232
27:08.5,65232
27:08.5,65235
27:08.5,65236
27:08.5,65236
27:08.5,65237
27:08.5,65237
27:08.5,65242
27:08.5,65234
27:08.5,65244
27:08.5,65234
27:08.5,65234
27:08.5,65252
27:08.5,65236
27:08.5,65237
27:08.5,65243
27:08.5,65243
27:08.5,65238
27:08.5,65248
27:08.5,65241
27:08.5,65250
27:08.5,65250
27:08.5,65239
27:08.5,65243
27:08.5,65239
27:08.5,65239
27:08.5,65242
27:08.6,65253
27:08.6,65257
27:08.6,65250
27:08.6,65250
27:08.6,65256
27:08.6,65265
27:08.6,65251
27:08.6,65253
27:08.6,65253
27:08.6,65269
27:08.6,65268
27:08.6,65258
27:08.6,65266
27:08.6,65266
27:08.6,65270
27:08.6,65274
27:08.6,65263
27:08.6,65273
27:08.6,65273
27:08.6,65270
27:08.6,65262
27:08.6,65256
27:08.6,65255
27:08.6,65255
27:08.6,65270
27:08.6,65258
27:08.6,65256
27:08.6,65254
27:08.6,65254
27:08.6,65259
27:08.6,65265
27:08.6,65265
27:08.6,65258
27:08.6,65258
27:08.6,65252
27:08.6,65258
27:08.6,65222
27:08.6,65250
27:08.6,65250
27:08.6,65245
27:08.6,65238
27:08.6,65244
27:08.6,65241
27:08.6,65241
27:08.6,65234
27:08.6,65232
27:08.6,65232
27:08.6,65232
27:08.6,65240
27:08.6,65235
27:08.7,65233
27:08.7,65232
27:08.7,65232
27:08.7,65229
27:08.7,65227
27:08.7,65225
27:08.7,65214
27:08.7,65214
27:08.7,65226
27:08.7,65222
27:08.7,65224
27:08.7,65229
27:08.7,65229
27:08.7,65236
27:08.7,65220
27:08.7,65229
27:08.7,65231
27:08.7,65231
27:08.7,65237
27:08.7,65231
27:08.7,65241
27:08.7,65226
27:08.7,65226
27:08.7,65242
27:08.7,65246
27:08.7,65247
27:08.7,65238
27:08.7,65238
27:08.7,65245
27:08.7,65246
27:08.7,65245
27:08.7,65242
27:08.7,65242
27:08.7,65248
27:08.7,65246
27:08.7,65256
27:08.7,65268
27:08.7,65268
27:08.7,65264
27:08.7,65264
27:08.7,65273
27:08.7,65278
27:08.7,65278
27:08.7,65268
27:08.7,65270
27:08.7,65274
27:08.7,65274
27:08.7,65276
27:08.7,65278
27:08.7,65282
27:08.8,65280
27:08.8,65280
27:08.8,65285
27:08.8,65299
27:08.8,65305
27:08.8,65288
27:08.8,65288
27:08.8,65292
27:08.8,65304
27:08.8,65316
27:08.8,65292
27:08.8,65292
27:08.8,65321
27:08.8,65310
27:08.8,65322
27:08.8,65305
27:08.8,65305
27:08.8,65314
27:08.8,65312
27:08.8,65327
27:08.8,65330
27:08.8,65330
27:08.8,65331
27:08.8,65324
27:08.8,65327
27:08.8,65309
27:08.8,65309
27:08.8,65317
27:08.8,65309
27:08.8,65314
27:08.8,65295
27:08.8,65295
27:08.8,65312
27:08.8,65300
27:08.8,65284
27:08.8,65286
27:08.8,65286
27:08.8,65258
27:08.8,65265
27:08.8,65248
27:08.8,65248
27:08.8,65253
27:08.8,65240
27:08.8,65224
27:08.8,65222
27:08.8,65222
27:08.8,65231
27:08.8,65211
27:08.8,65210
27:08.8,65193
27:08.9,65193
27:08.9,65198
27:08.9,65185
27:08.9,65169
27:08.9,65156
27:08.9,65156
27:08.9,65166
27:08.9,65151
27:08.9,65134
27:08.9,65128
27:08.9,65128
27:08.9,65130
27:08.9,65124
27:08.9,65101
27:08.9,65107
27:08.9,65107
27:08.9,65092
27:08.9,65085
27:08.9,65099
27:08.9,65077
27:08.9,65077
27:08.9,65072
27:08.9,65062
27:08.9,65063
27:08.9,65052
27:08.9,65052
27:08.9,65059
27:08.9,65044
27:08.9,65051
27:08.9,65046
27:08.9,65046
27:08.9,65040
27:08.9,65044
27:08.9,65024
27:08.9,65031
27:08.9,65031
27:08.9,65026
27:08.9,65029
27:08.9,65026
27:08.9,65026
27:08.9,65029
27:08.9,65022
27:08.9,65021
27:08.9,65022
27:08.9,65022
27:08.9,65032
27:08.9,65019
27:08.9,65022
27:08.9,65026
27:08.9,65026
27:09.0,65031
27:09.0,65035
27:09.0,65036
27:09.0,65035
27:09.0,65035
27:09.0,65030
27:09.0,65052
27:09.0,65037
27:09.0,65029
27:09.0,65029
27:09.0,65032
27:09.0,65045
27:09.0,65046
27:09.0,65053
27:09.0,65053
27:09.0,65045
27:09.0,65058
27:09.0,65059
27:09.0,65056
27:09.0,65056
27:09.0,65066
27:09.0,65065
27:09.0,65069
27:09.0,65053
27:09.0,65053
27:09.0,65061
27:09.0,65065
27:09.0,65066
27:09.0,65060
27:09.0,65060
27:09.0,65069
27:09.0,65082
27:09.0,65063
27:09.0,65069
27:09.0,65069
27:09.0,65062
27:09.0,65071
27:09.0,65058
27:09.0,65058
27:09.0,65058
27:09.0,65069
27:09.0,65062
27:09.0,65055
27:09.0,65055
27:09.0,65063
27:09.0,65061
27:09.0,65053
27:09.0,65045
27:09.0,65045
27:09.0,65053
27:09.1,65054
27:09.1,65039
27:09.1,65056
27:09.1,65056
27:09.1,65039
27:09.1,65044
27:09.1,65047
27:09.1,65041
27:09.1,65041
27:09.1,65049
27:09.1,65045
27:09.1,65056
27:09.1,65038
27:09.1,65038
27:09.1,65039
27:09.1,65044
27:09.1,65047
27:09.1,65034
27:09.1,65034
27:09.1,65042
27:09.1,65044
27:09.1,65031
27:09.1,65055
27:09.1,65055
27:09.1,65034
27:09.1,65051
27:09.1,65037
27:09.1,65054
27:09.1,65054
27:09.1,65045
27:09.1,65044
27:09.1,65045
27:09.1,65067
27:09.1,65067
27:09.1,65056
27:09.1,65056
27:09.1,65050
27:09.1,65050
27:09.1,65059
27:09.1,65057
27:09.1,65052
27:09.1,65054
27:09.1,65054
27:09.1,65061
27:09.1,65058
27:09.1,65065
27:09.1,65064
27:09.1,65064
27:09.1,65059
27:09.1,65061
27:09.2,65058
27:09.2,65053
27:09.2,65053
27:09.2,65058
27:09.2,65063
27:09.2,65065
27:09.2,65057
27:09.2,65057
27:09.2,65070
27:09.2,65064
27:09.2,65070
27:09.2,65067
27:09.2,65067
27:09.2,65084
27:09.2,65062
27:09.2,65080
27:09.2,65077
27:09.2,65077
27:09.2,65083
27:09.2,65091
27:09.2,65090
27:09.2,65093
27:09.2,65093
27:09.2,65098
27:09.2,65112
27:09.2,65111
27:09.2,65123
27:09.2,65123
27:09.2,65127
27:09.2,65125
27:09.2,65123
27:09.2,65123
27:09.2,65147
27:09.2,65137
27:09.2,65143
27:09.2,65139
27:09.2,65139
27:09.2,65148
27:09.2,65154
27:09.2,65153
27:09.2,65161
27:09.2,65161
27:09.2,65176
27:09.2,65172
27:09.2,65173
27:09.2,65177
27:09.2,65177
27:09.2,65191
27:09.2,65190
27:09.2,65191
27:09.3,65188
27:09.3,65188
27:09.3,65196
27:09.3,65207
27:09.3,65221
27:09.3,65197
27:09.3,65197
27:09.3,65230
27:09.3,65233
27:09.3,65234
27:09.3,65243
27:09.3,65243
27:09.3,65245
27:09.3,65252
27:09.3,65262
27:09.3,65254
27:09.3,65254
27:09.3,65262
27:09.3,65272
27:09.3,65270
27:09.3,65263
27:09.3,65263
27:09.3,65272
27:09.3,65286
27:09.3,65291
27:09.3,65290
27:09.3,65290
27:09.3,65299
27:09.3,65298
27:09.3,65308
27:09.3,65308
27:09.3,65303
27:09.3,65315
27:09.3,65320
27:09.3,65321
27:09.3,65321
27:09.3,65333
27:09.3,65320
27:09.3,65328
27:09.3,65327
27:09.3,65327
27:09.3,65335
27:09.3,65335
27:09.3,65331
27:09.3,65336
27:09.3,65336
27:09.3,65343
27:09.3,65340
27:09.3,65345
27:09.3,65329
27:09.4,65329
27:09.4,65348
27:09.4,65345
27:09.4,65351
27:09.4,65348
27:09.4,65348
27:09.4,65352
27:09.4,65354
27:09.4,65359
27:09.4,65356
27:09.4,65356
27:09.4,65361
27:09.4,65363
27:09.4,65365
27:09.4,65362
27:09.4,65362
27:09.4,65373
27:09.4,65366
27:09.4,65368
27:09.4,65385
27:09.4,65385
27:09.4,65365
27:09.4,65371
27:09.4,65362
27:09.4,65359
27:09.4,65359
27:09.4,65350
27:09.4,65332
27:09.4,65324
27:09.4,65324
27:09.4,65323
27:09.4,65307
27:09.4,65305
27:09.4,65298
27:09.4,65298
27:09.4,65285
27:09.4,65269
27:09.4,65267
27:09.4,65250
27:09.4,65250
27:09.4,65232
27:09.4,65217
27:09.4,65206
27:09.4,65194
27:09.4,65194
27:09.4,65179
27:09.4,65183
27:09.4,65151
27:09.4,65131
27:09.4,65131
27:09.5,65118
27:09.5,65103
27:09.5,65099
27:09.5,65082
27:09.5,65082
27:09.5,65070
27:09.5,65063
27:09.5,65036
27:09.5,65017
27:09.5,65017
27:09.5,65003
27:09.5,64982
27:09.5,64975
27:09.5,64971
27:09.5,64971
27:09.5,64949
27:09.5,64940
27:09.5,64932
27:09.5,64918
27:09.5,64918
27:09.5,64905
27:09.5,64902
27:09.5,64896
27:09.5,64896
27:09.5,64889
27:09.5,64870
27:09.5,64864
27:09.5,64872
27:09.5,64872
27:09.5,64865
