time,pleth_1
25:12.6,64995
25:12.6,64997
25:12.6,64992
25:12.6,64992
25:12.6,65005
25:12.6,65002
25:12.6,65011
25:12.6,65012
25:12.6,65012
25:12.6,65023
25:12.6,65015
25:12.6,65028
25:12.6,65019
25:12.6,65019
25:12.6,65030
25:12.6,65041
25:12.6,65038
25:12.6,65031
25:12.6,65031
25:12.6,65045
25:12.6,65037
25:12.6,65054
25:12.6,65047
25:12.6,65047
25:12.6,65052
25:12.6,65049
25:12.7,65060
25:12.7,65069
25:12.7,65069
25:12.7,65059
25:12.7,65068
25:12.7,65062
25:12.7,65062
25:12.7,65081
25:12.7,65096
25:12.7,65092
25:12.7,65081
25:12.7,65081
25:12.7,65101
25:12.7,65096
25:12.7,65098
25:12.7,65094
25:12.7,65094
25:12.7,65103
25:12.7,65112
25:12.7,65116
25:12.7,65107
25:12.7,65107
25:12.7,65115
25:12.7,65112
25:12.7,65108
25:12.7,65101
25:12.7,65101
25:12.7,65107
25:12.7,65106
25:12.7,65098
25:12.7,65078
25:12.7,65078
25:12.7,65082
25:12.7,65073
25:12.7,65067
25:12.7,65043
25:12.7,65043
25:12.7,65041
25:12.7,65034
25:12.7,65017
25:12.7,64996
25:12.7,64996
25:12.7,64999
25:12.7,64972
25:12.7,64958
25:12.7,64949
25:12.7,64949
25:12.7,64926
25:12.7,64928
25:12.7,64910
25:12.8,64884
25:12.8,64884
25:12.8,64860
25:12.8,64854
25:12.8,64830
25:12.8,64830
25:12.8,64833
25:12.8,64801
25:12.8,64798
25:12.8,64771
25:12.8,64771
25:12.8,64754
25:12.8,64754
25:12.8,64727
25:12.8,64714
25:12.8,64714
25:12.8,64701
25:12.8,64685
25:12.8,64677
25:12.8,64651
25:12.8,64651
25:12.8,64641
25:12.8,64629
25:12.8,64596
25:12.8,64615
25:12.8,64615
25:12.8,64611
25:12.8,64596
25:12.8,64597
25:12.8,64582
25:12.8,64582
25:12.8,64592
25:12.8,64580
25:12.8,64575
25:12.8,64573
25:12.8,64573
25:12.8,64567
25:12.8,64572
25:12.8,64574
25:12.8,64575
25:12.8,64575
25:12.8,64571
25:12.8,64577
25:12.8,64572
25:12.8,64567
25:12.8,64567
25:12.8,64574
25:12.8,64573
25:12.8,64583
25:12.8,64576
25:12.9,64576
25:12.9,64577
25:12.9,64581
25:12.9,64585
25:12.9,64585
25:12.9,64592
25:12.9,64593
25:12.9,64586
25:12.9,64594
25:12.9,64594
25:12.9,64605
25:12.9,64593
25:12.9,64606
25:12.9,64602
25:12.9,64602
25:12.9,64610
25:12.9,64605
25:12.9,64619
25:12.9,64610
25:12.9,64610
25:12.9,64618
25:12.9,64621
25:12.9,64617
25:12.9,64609
25:12.9,64609
25:12.9,64617
25:12.9,64629
25:12.9,64637
25:12.9,64619
25:12.9,64619
25:12.9,64633
25:12.9,64636
25:12.9,64635
25:12.9,64645
25:12.9,64645
25:12.9,64653
25:12.9,64654
25:12.9,64651
25:12.9,64653
25:12.9,64653
25:12.9,64663
25:12.9,64667
25:12.9,64661
25:12.9,64666
25:12.9,64666
25:12.9,64666
25:12.9,64675
25:12.9,64684
25:12.9,64684
25:12.9,64706
25:13.0,64690
25:13.0,64695
25:13.0,64685
25:13.0,64685
25:13.0,64701
25:13.0,64705
25:13.0,64711
25:13.0,64712
25:13.0,64712
25:13.0,64725
25:13.0,64730
25:13.0,64740
25:13.0,64737
25:13.0,64737
25:13.0,64744
25:13.0,64755
25:13.0,64748
25:13.0,64758
25:13.0,64758
25:13.0,64774
25:13.0,64771
25:13.0,64772
25:13.0,64770
25:13.0,64770
25:13.0,64782
25:13.0,64780
25:13.0,64789
25:13.0,64779
25:13.0,64779
25:13.0,64797
25:13.0,64796
25:13.0,64799
25:13.0,64796
25:13.0,64796
25:13.0,64792
25:13.0,64808
25:13.0,64802
25:13.0,64809
25:13.0,64809
25:13.0,64803
25:13.0,64806
25:13.0,64817
25:13.0,64826
25:13.0,64826
25:13.0,64825
25:13.0,64824
25:13.0,64840
25:13.0,64840
25:13.0,64828
25:13.0,64830
25:13.1,64837
25:13.1,64835
25:13.1,64835
25:13.1,64838
25:13.1,64840
25:13.1,64847
25:13.1,64854
25:13.1,64854
25:13.1,64840
25:13.1,64842
25:13.1,64835
25:13.1,64840
25:13.1,64840
25:13.1,64846
25:13.1,64845
25:13.1,64843
25:13.1,64853
25:13.1,64853
25:13.1,64866
25:13.1,64865
25:13.1,64851
25:13.1,64844
25:13.1,64844
25:13.1,64857
25:13.1,64860
25:13.1,64861
25:13.1,64849
25:13.1,64849
25:13.1,64861
25:13.1,64865
25:13.1,64859
25:13.1,64848
25:13.1,64848
25:13.1,64864
25:13.1,64866
25:13.1,64884
25:13.1,64872
25:13.1,64872
25:13.1,64873
25:13.1,64871
25:13.1,64879
25:13.1,64882
25:13.1,64882
25:13.1,64881
25:13.1,64883
25:13.1,64886
25:13.1,64886
25:13.1,64898
25:13.1,64892
25:13.1,64890
25:13.2,64894
25:13.2,64894
25:13.2,64906
25:13.2,64906
25:13.2,64913
25:13.2,64914
25:13.2,64914
25:13.2,64918
25:13.2,64922
25:13.2,64917
25:13.2,64915
25:13.2,64915
25:13.2,64925
25:13.2,64924
25:13.2,64923
25:13.2,64931
25:13.2,64931
25:13.2,64932
25:13.2,64933
25:13.2,64936
25:13.2,64922
25:13.2,64922
25:13.2,64928
25:13.2,64934
25:13.2,64935
25:13.2,64936
25:13.2,64936
25:13.2,64942
25:13.2,64937
25:13.2,64935
25:13.2,64937
25:13.2,64937
25:13.2,64939
25:13.2,64937
25:13.2,64942
25:13.2,64963
25:13.2,64963
25:13.2,64944
25:13.2,64949
25:13.2,64941
25:13.2,64941
25:13.2,64947
25:13.2,64940
25:13.2,64932
25:13.2,64942
25:13.2,64942
25:13.2,64948
25:13.2,64946
25:13.2,64930
25:13.2,64946
25:13.3,64946
25:13.3,64941
25:13.3,64943
25:13.3,64940
25:13.3,64946
25:13.3,64946
25:13.3,64949
25:13.3,64955
25:13.3,64949
25:13.3,64947
25:13.3,64947
25:13.3,64940
25:13.3,64953
25:13.3,64969
25:13.3,64951
25:13.3,64951
25:13.3,64946
25:13.3,64965
25:13.3,64955
25:13.3,64965
25:13.3,64965
25:13.3,64975
25:13.3,64978
25:13.3,64974
25:13.3,64968
25:13.3,64968
25:13.3,64986
25:13.3,64975
25:13.3,64990
25:13.3,64975
25:13.3,64975
25:13.3,64988
25:13.3,64973
25:13.3,64987
25:13.3,64980
25:13.3,64980
25:13.3,64963
25:13.3,64971
25:13.3,64965
25:13.3,64965
25:13.3,64964
25:13.3,64942
25:13.3,64944
25:13.3,64927
25:13.3,64927
25:13.3,64923
25:13.3,64908
25:13.3,64888
25:13.3,64870
25:13.3,64870
25:13.4,64864
25:13.4,64843
25:13.4,64831
25:13.4,64828
25:13.4,64828
25:13.4,64811
25:13.4,64794
25:13.4,64800
25:13.4,64776
25:13.4,64776
25:13.4,64763
25:13.4,64760
25:13.4,64736
25:13.4,64718
25:13.4,64718
25:13.4,64719
25:13.4,64701
25:13.4,64697
25:13.4,64669
25:13.4,64669
25:13.4,64668
25:13.4,64652
25:13.4,64647
25:13.4,64626
25:13.4,64626
25:13.4,64625
25:13.4,64611
25:13.4,64615
25:13.4,64590
25:13.4,64590
25:13.4,64591
25:13.4,64577
25:13.4,64572
25:13.4,64568
25:13.4,64568
25:13.4,64545
25:13.4,64555
25:13.4,64551
25:13.4,64551
25:13.4,64566
25:13.4,64523
25:13.4,64541
25:13.4,64540
25:13.4,64540
25:13.4,64545
25:13.4,64541
25:13.4,64534
25:13.4,64540
25:13.4,64540
25:13.4,64536
25:13.5,64537
25:13.5,64538
25:13.5,64546
25:13.5,64546
25:13.5,64535
25:13.5,64541
25:13.5,64543
25:13.5,64545
25:13.5,64545
25:13.5,64546
25:13.5,64552
25:13.5,64544
25:13.5,64548
25:13.5,64548
25:13.5,64554
25:13.5,64564
25:13.5,64558
25:13.5,64559
25:13.5,64559
25:13.5,64572
25:13.5,64576
25:13.5,64575
25:13.5,64567
25:13.5,64567
25:13.5,64582
25:13.5,64591
25:13.5,64609
25:13.5,64601
25:13.5,64601
25:13.5,64609
25:13.5,64607
25:13.5,64616
25:13.5,64615
25:13.5,64615
25:13.5,64632
25:13.5,64622
25:13.5,64627
25:13.5,64627
25:13.5,64632
25:13.5,64632
25:13.5,64638
25:13.5,64650
25:13.5,64650
25:13.5,64651
25:13.5,64662
25:13.5,64658
25:13.5,64663
25:13.5,64663
25:13.5,64656
25:13.5,64668
25:13.6,64674
25:13.6,64672
25:13.6,64672
25:13.6,64677
25:13.6,64678
25:13.6,64687
25:13.6,64685
25:13.6,64685
25:13.6,64696
25:13.6,64696
25:13.6,64699
25:13.6,64706
25:13.6,64706
25:13.6,64711
25:13.6,64705
25:13.6,64726
25:13.6,64710
25:13.6,64710
25:13.6,64721
25:13.6,64713
25:13.6,64722
25:13.6,64734
25:13.6,64734
25:13.6,64724
25:13.6,64717
25:13.6,64724
25:13.6,64734
25:13.6,64734
25:13.6,64730
25:13.6,64724
25:13.6,64734
25:13.6,64734
25:13.6,64741
25:13.6,64744
25:13.6,64742
25:13.6,64734
25:13.6,64734
25:13.6,64733
25:13.6,64736
25:13.6,64728
25:13.6,64723
25:13.6,64723
25:13.6,64739
25:13.6,64721
25:13.6,64724
25:13.6,64726
25:13.6,64726
25:13.6,64718
25:13.6,64718
25:13.6,64719
25:13.7,64705
25:13.7,64705
25:13.7,64708
25:13.7,64710
25:13.7,64707
25:13.7,64697
25:13.7,64697
25:13.7,64701
25:13.7,64707
25:13.7,64703
25:13.7,64691
25:13.7,64691
25:13.7,64691
25:13.7,64701
25:13.7,64699
25:13.7,64691
25:13.7,64691
25:13.7,64696
25:13.7,64687
25:13.7,64691
25:13.7,64682
25:13.7,64682
25:13.7,64688
25:13.7,64700
25:13.7,64689
25:13.7,64696
25:13.7,64696
25:13.7,64676
25:13.7,64703
25:13.7,64690
25:13.7,64690
25:13.7,64690
25:13.7,64691
25:13.7,64694
25:13.7,64685
25:13.7,64685
25:13.7,64696
25:13.7,64690
25:13.7,64702
25:13.7,64702
25:13.7,64702
25:13.7,64707
25:13.7,64694
25:13.7,64693
25:13.7,64707
25:13.7,64707
25:13.7,64719
25:13.7,64702
25:13.7,64708
25:13.8,64707
25:13.8,64707
25:13.8,64724
25:13.8,64726
25:13.8,64724
25:13.8,64722
25:13.8,64722
25:13.8,64727
25:13.8,64727
25:13.8,64725
25:13.8,64731
25:13.8,64731
25:13.8,64741
25:13.8,64743
25:13.8,64749
25:13.8,64739
25:13.8,64739
25:13.8,64743
25:13.8,64745
25:13.8,64743
25:13.8,64751
25:13.8,64751
25:13.8,64766
25:13.8,64763
25:13.8,64765
25:13.8,64765
25:13.8,64765
25:13.8,64772
25:13.8,64769
25:13.8,64773
25:13.8,64773
25:13.8,64786
25:13.8,64777
25:13.8,64789
25:13.8,64783
25:13.8,64783
25:13.8,64798
25:13.8,64796
25:13.8,64800
25:13.8,64812
25:13.8,64812
25:13.8,64818
25:13.8,64822
25:13.8,64824
25:13.8,64827
25:13.8,64827
25:13.8,64832
25:13.8,64837
25:13.8,64849
25:13.8,64846
25:13.8,64846
25:13.9,64860
25:13.9,64861
25:13.9,64873
25:13.9,64865
25:13.9,64865
25:13.9,64878
25:13.9,64883
25:13.9,64891
25:13.9,64893
25:13.9,64893
25:13.9,64901
25:13.9,64900
25:13.9,64912
25:13.9,64921
25:13.9,64921
25:13.9,64935
25:13.9,64931
25:13.9,64954
25:13.9,64958
25:13.9,64958
25:13.9,64963
25:13.9,64965
25:13.9,64977
25:13.9,64977
25:13.9,64972
25:13.9,64989
25:13.9,64987
25:13.9,64991
25:13.9,64991
25:13.9,65004
25:13.9,65012
25:13.9,65003
25:13.9,65014
25:13.9,65014
25:13.9,65024
25:13.9,65017
25:13.9,65014
25:13.9,65013
25:13.9,65013
25:13.9,65012
25:13.9,65002
25:13.9,65006
25:13.9,64991
25:13.9,64991
25:13.9,64989
25:13.9,64975
25:13.9,64960
25:13.9,64950
25:13.9,64950
25:13.9,64949
25:14.0,64927
25:14.0,64918
25:14.0,64895
25:14.0,64895
25:14.0,64884
25:14.0,64883
25:14.0,64856
25:14.0,64839
25:14.0,64839
25:14.0,64833
25:14.0,64819
25:14.0,64801
25:14.0,64784
25:14.0,64784
25:14.0,64776
25:14.0,64762
25:14.0,64752
25:14.0,64738
25:14.0,64738
25:14.0,64718
25:14.0,64710
25:14.0,64681
25:14.0,64681
25:14.0,64696
25:14.0,64661
25:14.0,64654
25:14.0,64625
25:14.0,64625
25:14.0,64617
25:14.0,64601
25:14.0,64601
25:14.0,64589
25:14.0,64589
25:14.0,64576
25:14.0,64568
25:14.0,64561
25:14.0,64551
25:14.0,64551
25:14.0,64548
25:14.0,64542
25:14.0,64547
25:14.0,64537
25:14.0,64537
25:14.0,64530
25:14.0,64524
25:14.0,64522
25:14.0,64522
25:14.0,64522
25:14.0,64520
25:14.0,64513
25:14.1,64514
25:14.1,64501
25:14.1,64501
25:14.1,64511
25:14.1,64500
25:14.1,64513
25:14.1,64497
25:14.1,64497
25:14.1,64514
25:14.1,64516
25:14.1,64512
25:14.1,64508
25:14.1,64508
25:14.1,64505
25:14.1,64511
25:14.1,64515
25:14.1,64508
25:14.1,64508
25:14.1,64518
25:14.1,64521
25:14.1,64525
25:14.1,64525
25:14.1,64523
25:14.1,64533
25:14.1,64531
25:14.1,64528
25:14.1,64528
25:14.1,64553
25:14.1,64539
25:14.1,64545
25:14.1,64546
25:14.1,64546
25:14.1,64544
25:14.1,64542
25:14.1,64544
25:14.1,64561
25:14.1,64561
25:14.1,64552
25:14.1,64561
25:14.1,64563
25:14.1,64557
25:14.1,64557
25:14.1,64575
25:14.1,64574
25:14.1,64578
25:14.1,64575
25:14.1,64575
25:14.1,64584
25:14.1,64581
25:14.1,64589
25:14.2,64593
25:14.2,64593
25:14.2,64583
25:14.2,64607
25:14.2,64589
25:14.2,64595
25:14.2,64595
25:14.2,64620
25:14.2,64608
25:14.2,64613
25:14.2,64621
25:14.2,64621
25:14.2,64620
25:14.2,64630
25:14.2,64627
25:14.2,64627
25:14.2,64627
25:14.2,64626
25:14.2,64622
25:14.2,64644
25:14.2,64644
25:14.2,64641
25:14.2,64636
25:14.2,64657
25:14.2,64633
25:14.2,64633
25:14.2,64643
25:14.2,64650
25:14.2,64649
25:14.2,64643
25:14.2,64643
25:14.2,64648
25:14.2,64640
25:14.2,64647
25:14.2,64637
25:14.2,64637
25:14.2,64645
25:14.2,64654
25:14.2,64644
25:14.2,64644
25:14.2,64644
25:14.2,64647
25:14.2,64654
25:14.2,64652
25:14.2,64651
25:14.2,64651
25:14.2,64656
25:14.2,64646
25:14.2,64657
25:14.2,64641
25:14.3,64641
25:14.3,64654
25:14.3,64654
25:14.3,64657
25:14.3,64646
25:14.3,64646
25:14.3,64661
25:14.3,64656
25:14.3,64653
25:14.3,64659
25:14.3,64659
25:14.3,64660
25:14.3,64660
25:14.3,64645
25:14.3,64645
25:14.3,64660
25:14.3,64668
25:14.3,64661
25:14.3,64643
25:14.3,64643
25:14.3,64676
25:14.3,64654
25:14.3,64659
25:14.3,64657
25:14.3,64657
25:14.3,64662
25:14.3,64671
25:14.3,64673
25:14.3,64666
25:14.3,64666
25:14.3,64677
25:14.3,64675
25:14.3,64677
25:14.3,64674
25:14.3,64674
25:14.3,64679
25:14.3,64691
25:14.3,64694
25:14.3,64684
25:14.3,64684
25:14.3,64699
25:14.3,64691
25:14.3,64699
25:14.3,64697
25:14.3,64697
25:14.3,64697
25:14.3,64705
25:14.3,64719
25:14.3,64708
25:14.3,64708
25:14.4,64729
25:14.4,64724
25:14.4,64733
25:14.4,64729
25:14.4,64729
25:14.4,64718
25:14.4,64734
25:14.4,64734
25:14.4,64753
25:14.4,64753
25:14.4,64736
25:14.4,64746
25:14.4,64754
25:14.4,64754
25:14.4,64758
25:14.4,64749
25:14.4,64756
25:14.4,64759
25:14.4,64759
25:14.4,64777
25:14.4,64758
25:14.4,64770
25:14.4,64787
25:14.4,64787
25:14.4,64777
25:14.4,64778
25:14.4,64786
25:14.4,64788
25:14.4,64788
25:14.4,64786
25:14.4,64795
25:14.4,64805
25:14.4,64797
25:14.4,64797
25:14.4,64812
25:14.4,64810
25:14.4,64811
25:14.4,64808
25:14.4,64808
25:14.4,64824
25:14.4,64826
25:14.4,64833
25:14.4,64830
25:14.4,64830
25:14.4,64836
25:14.4,64832
25:14.4,64844
25:14.4,64851
25:14.4,64851
25:14.5,64862
25:14.5,64853
25:14.5,64864
25:14.5,64868
25:14.5,64868
25:14.5,64868
25:14.5,64872
25:14.5,64869
25:14.5,64881
25:14.5,64881
25:14.5,64878
25:14.5,64880
25:14.5,64885
25:14.5,64885
25:14.5,64893
25:14.5,64892
25:14.5,64895
25:14.5,64901
25:14.5,64901
25:14.5,64905
25:14.5,64908
25:14.5,64908
25:14.5,64914
25:14.5,64914
25:14.5,64908
25:14.5,64914
25:14.5,64916
25:14.5,64901
25:14.5,64901
25:14.5,64911
25:14.5,64905
25:14.5,64905
25:14.5,64913
25:14.5,64913
25:14.5,64903
25:14.5,64901
25:14.5,64889
25:14.5,64890
25:14.5,64890
25:14.5,64876
25:14.5,64862
25:14.5,64858
25:14.5,64844
25:14.5,64844
25:14.5,64842
25:14.5,64818
25:14.5,64809
25:14.5,64798
25:14.5,64798
25:14.5,64784
25:14.5,64762
25:14.6,64743
25:14.6,64738
25:14.6,64738
25:14.6,64715
25:14.6,64699
25:14.6,64682
25:14.6,64682
25:14.6,64683
25:14.6,64649
25:14.6,64632
25:14.6,64609
25:14.6,64609
25:14.6,64602
25:14.6,64576
25:14.6,64566
25:14.6,64566
25:14.6,64566
25:14.6,64530
25:14.6,64508
25:14.6,64500
25:14.6,64488
25:14.6,64488
25:14.6,64477
25:14.6,64451
25:14.6,64441
25:14.6,64421
25:14.6,64421
25:14.6,64422
25:14.6,64418
25:14.6,64412
25:14.6,64388
25:14.6,64388
25:14.6,64383
25:14.6,64392
25:14.6,64379
25:14.6,64369
25:14.6,64369
25:14.6,64363
25:14.6,64364
25:14.6,64364
25:14.6,64355
25:14.6,64355
25:14.6,64367
25:14.6,64356
25:14.6,64364
25:14.6,64355
25:14.6,64355
25:14.6,64355
25:14.6,64377
25:14.6,64363
25:14.7,64362
25:14.7,64362
25:14.7,64358
25:14.7,64361
25:14.7,64357
25:14.7,64357
25:14.7,64377
25:14.7,64377
25:14.7,64359
25:14.7,64358
25:14.7,64358
25:14.7,64377
25:14.7,64374
25:14.7,64386
25:14.7,64374
25:14.7,64374
25:14.7,64395
25:14.7,64371
25:14.7,64399
25:14.7,64395
25:14.7,64395
25:14.7,64402
25:14.7,64395
25:14.7,64399
25:14.7,64408
25:14.7,64408
25:14.7,64403
25:14.7,64423
25:14.7,64424
25:14.7,64418
25:14.7,64418
25:14.7,64431
25:14.7,64444
25:14.7,64448
25:14.7,64435
25:14.7,64435
25:14.7,64446
25:14.7,64450
25:14.7,64457
25:14.7,64461
25:14.7,64461
25:14.7,64470
25:14.7,64478
25:14.7,64472
25:14.7,64486
25:14.7,64486
25:14.7,64488
25:14.7,64489
25:14.7,64496
25:14.7,64496
25:14.8,64496
25:14.8,64497
25:14.8,64515
25:14.8,64503
25:14.8,64503
25:14.8,64529
25:14.8,64525
25:14.8,64544
25:14.8,64546
25:14.8,64546
25:14.8,64548
25:14.8,64548
25:14.8,64556
25:14.8,64557
25:14.8,64557
25:14.8,64570
25:14.8,64574
25:14.8,64578
25:14.8,64580
25:14.8,64580
25:14.8,64592
25:14.8,64594
25:14.8,64600
25:14.8,64611
25:14.8,64611
25:14.8,64610
25:14.8,64619
25:14.8,64616
25:14.8,64626
25:14.8,64626
25:14.8,64631
25:14.8,64634
25:14.8,64649
25:14.8,64640
25:14.8,64640
25:14.8,64646
25:14.8,64651
25:14.8,64658
25:14.8,64656
25:14.8,64656
25:14.8,64667
25:14.8,64677
25:14.8,64669
25:14.8,64678
25:14.8,64678
25:14.8,64674
25:14.8,64671
25:14.8,64665
25:14.8,64665
25:14.8,64679
25:14.9,64677
25:14.9,64675
25:14.9,64661
25:14.9,64661
25:14.9,64687
25:14.9,64679
25:14.9,64689
25:14.9,64682
25:14.9,64682
25:14.9,64682
25:14.9,64681
25:14.9,64684
25:14.9,64669
25:14.9,64669
25:14.9,64685
25:14.9,64689
25:14.9,64693
25:14.9,64684
25:14.9,64684
25:14.9,64684
25:14.9,64690
25:14.9,64697
25:14.9,64680
25:14.9,64680
25:14.9,64697
25:14.9,64694
25:14.9,64697
25:14.9,64692
25:14.9,64692
25:14.9,64695
25:14.9,64710
25:14.9,64712
25:14.9,64690
25:14.9,64690
25:14.9,64697
25:14.9,64701
25:14.9,64698
25:14.9,64712
25:14.9,64712
25:14.9,64709
25:14.9,64709
25:14.9,64709
25:14.9,64730
25:14.9,64730
25:14.9,64730
25:14.9,64722
25:14.9,64723
25:14.9,64723
25:14.9,64729
25:14.9,64729
25:15.0,64731
25:15.0,64725
25:15.0,64725
25:15.0,64724
25:15.0,64739
25:15.0,64742
25:15.0,64749
25:15.0,64749
25:15.0,64745
25:15.0,64741
25:15.0,64739
25:15.0,64744
25:15.0,64744
25:15.0,64748
25:15.0,64752
25:15.0,64747
25:15.0,64738
25:15.0,64738
25:15.0,64756
25:15.0,64757
25:15.0,64743
25:15.0,64748
25:15.0,64748
25:15.0,64747
25:15.0,64754
25:15.0,64752
25:15.0,64743
25:15.0,64743
25:15.0,64745
25:15.0,64747
25:15.0,64746
25:15.0,64742
25:15.0,64742
25:15.0,64746
25:15.0,64754
25:15.0,64754
25:15.0,64754
25:15.0,64754
25:15.0,64754
25:15.0,64728
25:15.0,64751
25:15.0,64751
25:15.0,64759
25:15.0,64745
25:15.0,64762
25:15.0,64758
25:15.0,64758
25:15.0,64768
25:15.0,64769
25:15.0,64758
25:15.1,64765
25:15.1,64765
25:15.1,64774
25:15.1,64775
25:15.1,64774
25:15.1,64769
25:15.1,64769
25:15.1,64773
25:15.1,64771
25:15.1,64781
25:15.1,64784
25:15.1,64784
25:15.1,64806
25:15.1,64790
25:15.1,64791
25:15.1,64778
25:15.1,64778
25:15.1,64795
25:15.1,64795
25:15.1,64809
25:15.1,64800
25:15.1,64800
25:15.1,64812
25:15.1,64825
25:15.1,64807
25:15.1,64799
25:15.1,64799
25:15.1,64811
25:15.1,64816
25:15.1,64814
25:15.1,64818
25:15.1,64818
25:15.1,64818
25:15.1,64807
25:15.1,64804
25:15.1,64820
25:15.1,64820
25:15.1,64795
25:15.1,64790
25:15.1,64789
25:15.1,64789
25:15.1,64786
25:15.1,64770
25:15.1,64764
25:15.1,64751
25:15.1,64751
25:15.1,64744
25:15.1,64734
25:15.1,64728
25:15.1,64717
25:15.2,64717
25:15.2,64706
25:15.2,64687
25:15.2,64679
25:15.2,64666
25:15.2,64666
25:15.2,64653
25:15.2,64634
25:15.2,64637
25:15.2,64613
25:15.2,64613
25:15.2,64595
25:15.2,64588
25:15.2,64577
25:15.2,64559
25:15.2,64559
25:15.2,64560
25:15.2,64539
25:15.2,64539
25:15.2,64510
25:15.2,64510
25:15.2,64510
25:15.2,64499
25:15.2,64492
25:15.2,64474
25:15.2,64474
25:15.2,64474
25:15.2,64460
25:15.2,64451
25:15.2,64444
25:15.2,64444
25:15.2,64419
25:15.2,64432
25:15.2,64416
25:15.2,64416
25:15.2,64414
25:15.2,64420
25:15.2,64411
25:15.2,64404
25:15.2,64404
25:15.2,64407
25:15.2,64402
25:15.2,64399
25:15.2,64388
25:15.2,64388
25:15.2,64399
25:15.2,64403
25:15.2,64382
25:15.2,64371
25:15.2,64371
25:15.3,64387
25:15.3,64389
25:15.3,64388
25:15.3,64386
25:15.3,64386
25:15.3,64407
25:15.3,64394
25:15.3,64394
25:15.3,64385
25:15.3,64385
25:15.3,64403
25:15.3,64403
25:15.3,64414
25:15.3,64394
25:15.3,64394
25:15.3,64426
25:15.3,64416
25:15.3,64424
25:15.3,64412
25:15.3,64412
25:15.3,64439
25:15.3,64417
25:15.3,64439
25:15.3,64440
25:15.3,64440
25:15.3,64439
25:15.3,64447
25:15.3,64463
25:15.3,64457
25:15.3,64457
25:15.3,64452
25:15.3,64443
25:15.3,64461
25:15.3,64461
25:15.3,64476
25:15.3,64472
25:15.3,64478
25:15.3,64482
25:15.3,64482
25:15.3,64484
25:15.3,64484
25:15.3,64490
25:15.3,64494
25:15.3,64494
25:15.3,64502
25:15.3,64519
25:15.3,64517
25:15.3,64521
25:15.3,64521
25:15.3,64527
25:15.4,64524
25:15.4,64532
25:15.4,64538
25:15.4,64538
25:15.4,64539
25:15.4,64549
25:15.4,64543
25:15.4,64544
25:15.4,64544
25:15.4,64541
25:15.4,64545
25:15.4,64550
25:15.4,64544
25:15.4,64544
25:15.4,64559
25:15.4,64568
25:15.4,64568
25:15.4,64555
25:15.4,64555
25:15.4,64572
25:15.4,64559
25:15.4,64570
25:15.4,64569
25:15.4,64569
25:15.4,64563
25:15.4,64573
25:15.4,64568
25:15.4,64562
25:15.4,64562
25:15.4,64567
25:15.4,64560
25:15.4,64561
25:15.4,64561
25:15.4,64566
25:15.4,64561
25:15.4,64557
25:15.4,64553
25:15.4,64553
25:15.4,64559
25:15.4,64548
25:15.4,64546
25:15.4,64553
25:15.4,64553
25:15.4,64553
25:15.4,64555
25:15.4,64539
25:15.4,64545
25:15.4,64545
25:15.4,64546
25:15.4,64536
25:15.5,64534
25:15.5,64535
25:15.5,64535
25:15.5,64536
25:15.5,64517
25:15.5,64522
25:15.5,64527
25:15.5,64527
25:15.5,64536
25:15.5,64523
25:15.5,64530
25:15.5,64523
25:15.5,64523
25:15.5,64532
25:15.5,64535
25:15.5,64533
25:15.5,64528
25:15.5,64528
25:15.5,64531
25:15.5,64527
25:15.5,64535
25:15.5,64551
25:15.5,64551
25:15.5,64544
25:15.5,64550
25:15.5,64546
25:15.5,64565
25:15.5,64565
25:15.5,64548
25:15.5,64558
25:15.5,64554
25:15.5,64554
25:15.5,64570
25:15.5,64571
25:15.5,64566
25:15.5,64562
25:15.5,64562
25:15.5,64578
25:15.5,64571
25:15.5,64573
25:15.5,64578
25:15.5,64578
25:15.5,64580
25:15.5,64577
25:15.5,64580
25:15.5,64583
25:15.5,64583
25:15.5,64600
25:15.5,64623
25:15.5,64596
25:15.6,64605
25:15.6,64605
25:15.6,64610
25:15.6,64608
25:15.6,64608
25:15.6,64617
25:15.6,64617
25:15.6,64620
25:15.6,64641
25:15.6,64628
25:15.6,64622
25:15.6,64622
25:15.6,64625
25:15.6,64638
25:15.6,64642
25:15.6,64653
25:15.6,64653
25:15.6,64654
25:15.6,64662
25:15.6,64657
25:15.6,64666
25:15.6,64666
25:15.6,64656
25:15.6,64670
25:15.6,64665
25:15.6,64665
25:15.6,64677
25:15.6,64692
25:15.6,64700
25:15.6,64687
25:15.6,64687
25:15.6,64702
25:15.6,64694
25:15.6,64713
25:15.6,64702
25:15.6,64702
25:15.6,64723
25:15.6,64712
25:15.6,64722
25:15.6,64722
25:15.6,64722
25:15.6,64731
25:15.6,64739
25:15.6,64751
25:15.6,64754
25:15.6,64754
25:15.6,64754
25:15.6,64755
25:15.6,64751
25:15.6,64778
25:15.7,64778
25:15.7,64784
25:15.7,64783
25:15.7,64788
25:15.7,64789
25:15.7,64789
25:15.7,64801
25:15.7,64808
25:15.7,64814
25:15.7,64808
25:15.7,64808
25:15.7,64826
25:15.7,64822
25:15.7,64828
25:15.7,64831
25:15.7,64831
25:15.7,64843
25:15.7,64849
25:15.7,64857
25:15.7,64858
25:15.7,64858
25:15.7,64868
25:15.7,64864
25:15.7,64872
25:15.7,64872
25:15.7,64879
25:15.7,64871
25:15.7,64887
